gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,log2FoldChange_shrunk,symbol
13803,1547.8002598399537,-5.1440930796038415,0.23544406127262926,-21.848472421851866,8.037675297522712e-106,1.1475806482928162e-103,-5.119212917708415,Enc1
59012,1844.9557598709753,-7.501788317337052,0.3454913849001992,-21.713387497358482,1.5332982258407028e-104,2.172329747964159e-102,-7.47118148692959,Moxd1
20970,1244.6385078752114,-4.163347450982196,0.19178321408185753,-21.708612356476532,1.7011648449698536e-104,2.391759856080516e-102,-4.14822064149038,Sdc3
70737,1765.0900264611603,5.532273611878172,0.2550195181124531,21.693530176928135,2.3615182746765556e-104,3.295033604772182e-102,5.509134281781021,Cgn
68861,1092.9776771938893,-3.223314726355053,0.14868501135586157,-21.678814138436564,3.251495448096463e-104,4.502710012258696e-102,-3.213085244889271,Dipk2a
67155,3197.06324901126,-1.695429904523062,0.07842789055782849,-21.617691008442254,1.2245218456157724e-103,1.6830778621306936e-101,-1.6913847711831078,Smarca2
14451,5059.008318304289,-6.878136195271773,0.3183074282270415,-21.60846899986812,1.4952468730057584e-103,2.039959770890375e-101,-6.84557017250661,Gas1
11504,18062.772720790916,-5.495170676616349,0.2551386471581423,-21.537978420063833,6.8637503203467825e-103,9.295334808834342e-101,-5.463817648303509,Adamts1
14118,3527.5657536024924,-6.484381062690477,0.30114183963899827,-21.532647441032438,7.700650283307271e-103,1.035259685532506e-100,-6.457481081441878,Fbn1
22411,751.0425561371321,-5.826192534161157,0.2715336641267353,-21.456612213805823,3.961374287702863e-102,5.286999393544299e-100,-5.794865635406439,Wnt11
224116,565.4369763405396,5.293588590251844,0.24672375222162024,21.4555288762667,4.05473546227699e-102,5.372670341310619e-100,5.271539706298489,Muc20
100042150,497.91135920505104,-7.612435550776615,0.35481596928964304,-21.454602412673367,4.136317011721979e-102,5.4416204801353865e-100,-7.586138189972196,Nrg2
12832,1848.8828707782761,-5.565589331609771,0.2599166592849519,-21.412976555335387,1.0114189592892257e-101,1.3211570490914153e-99,-5.540852157248887,Col5a2
107581,12320.79753418582,-3.0602110785377703,0.14305948654117442,-21.39117896006848,1.6142689070819503e-101,2.093774981030659e-99,-3.048926334118766,Col16a1
26943,18286.23283698239,2.039584555916286,0.09550086819040113,21.356712190824734,3.377644563500701e-101,4.350311718220693e-99,2.035882082920032,Serinc3
50528,2233.9617125416867,4.881860920933889,0.2292444004957719,21.29544237667837,1.251194624802024e-100,1.600312680528033e-98,4.861969835885244,Tmprss2
50500,553.5535696818625,4.244087873827146,0.19949733273539072,21.273907854479535,1.9807219986362538e-100,2.5159267428194846e-98,4.226910384202771,Ttpa
71721,294.7409638925307,-5.588243152861872,0.26302467305483895,-21.246079647048013,3.583686999176817e-100,4.5208456952629186e-98,-5.567484760971224,Fam13c
20708,426.3909819070853,-4.781637103517654,0.2266871193642863,-21.093554485703095,9.114895107024416e-99,1.1420281502120796e-96,-4.762131525832949,Serpinb6b
68519,620.309657037511,-5.174491981197324,0.24628990344889085,-21.00976089046669,5.340298295312976e-98,6.645784729937459e-96,-5.151629871268208,Eml1
216835,354.5829671903088,3.2312195371829295,0.15388202229850925,20.998031406910048,6.835996862184547e-98,8.450026188437247e-96,3.221859111257584,Usp43
59036,239.1286615667384,-4.956327828603344,0.23638168585569247,-20.967478130387434,1.2997327873850056e-97,1.595898565203802e-95,-4.934787373184125,Dact1
23959,1229.814185979514,-5.309478337948282,0.25474804448134497,-20.84207691862024,1.7986377904097944e-96,2.1938616439581188e-94,-5.2844852885730536,Nt5e
235627,518.5858419730076,3.269151052124728,0.15689519463278134,20.83652759267924,2.0196793370145023e-96,2.447266712442967e-94,3.256184260264374,Nbeal2
218518,527.5731271285139,4.718176950934471,0.2266200736372974,20.819766206968296,2.865802562359259e-96,3.4498269015380937e-94,4.6952216404166,Marveld2
545551,552.0652016337034,5.528521258845881,0.26589692767040274,20.791971187041536,5.116536742255534e-96,6.119245046679378e-94,5.506148160252039,BC021767
74343,2066.2632612304083,-1.2676990581824503,0.06104636038258948,-20.76616935452879,8.756987206528274e-96,1.0405560669021792e-93,-1.2648345517459127,Crtc2
22409,633.2561230451731,-7.864489589226659,0.37931904198295824,-20.73317898335299,1.739136804349547e-95,2.053296260417305e-93,-7.8280342242356324,Wnt10a
